T(C), b(CaO), b(SiO2), b(H2O), Vol(aq), pH, nCa(aq), nCa(s), nSi(aq), nSi(s_reac), nPortlandite, nAmor-Sl, mCSHQ, nCa(CSHQ), nSi(CSHQ), nH2O(CSHQ), C/S(CSHQ), nGelPW(CSH)
2.500000e+01,1.570795e+00,3.936958e-01,7.255891e+00,9.378035e-02,1.247261e+01,1.900788e-03,1.568894e+00,2.899352e-06,3.936929e-01,9.283478e-01,0.000000e+00,7.998751e-02,6.405464e-01,3.936929e-01,1.133069e+00,1.627021e+00,4.845789e-01
2.500000e+01,6.715356e-01,4.770984e-01,7.321368e+00,1.101225e-01,1.221850e+01,1.156570e-03,6.703790e-01,8.028254e-06,4.770904e-01,0.000000e+00,0.000000e+00,8.830873e-02,6.703790e-01,4.770904e-01,1.223958e+00,1.405141e+00,4.929377e-01
2.500000e+01,3.750896e-01,2.693271e-01,5.823679e+00,9.280804e-02,1.219657e+01,9.219865e-04,3.741676e-01,7.197989e-06,2.693199e-01,0.000000e+00,0.000000e+00,4.950608e-02,3.741676e-01,2.693199e-01,6.850753e-01,1.389305e+00,2.742151e-01
2.500000e+01,6.920741e-01,4.740024e-01,2.863043e+00,2.910079e-02,1.228912e+01,3.660626e-04,6.917080e-01,1.718686e-06,4.740007e-01,0.000000e+00,0.000000e+00,8.981754e-02,6.917080e-01,4.740007e-01,1.251622e+00,1.459298e+00,5.144041e-01
2.500000e+01,9.621644e-01,2.255677e-01,5.052194e+00,6.877141e-02,1.247261e+01,1.393899e-03,9.607705e-01,2.126388e-06,2.255656e-01,5.937707e-01,0.000000e+00,4.582869e-02,3.669998e-01,2.255656e-01,6.491894e-01,1.627021e+00,2.776385e-01
2.500000e+01,1.193130e+00,6.520770e-01,2.777311e+00,1.387792e-02,1.247261e+01,2.812841e-04,1.192849e+00,4.290542e-07,6.520766e-01,1.319068e-01,0.000000e+00,1.324839e-01,1.060942e+00,6.520766e-01,1.876710e+00,1.627020e+00,8.026117e-01
2.500000e+01,1.425687e+00,5.150537e-01,6.386301e+00,7.795387e-02,1.247261e+01,1.580010e-03,1.424107e+00,2.410088e-06,5.150513e-01,5.861080e-01,0.000000e+00,1.046442e-01,8.379990e-01,5.150513e-01,1.482344e+00,1.627021e+00,6.339535e-01
2.500000e+01,5.451852e-01,6.676499e-01,7.772879e+00,1.193011e-01,1.124618e+01,1.542629e-04,5.450309e-01,6.872505e-05,6.675812e-01,0.000000e+00,0.000000e+00,9.174957e-02,5.450309e-01,6.675812e-01,1.169811e+00,8.164265e-01,4.323007e-01
2.500000e+01,1.746112e+00,3.905742e-01,4.524409e+00,4.135270e-02,1.247261e+01,8.381575e-04,1.745274e+00,1.278467e-06,3.905729e-01,1.109804e+00,0.000000e+00,7.935362e-02,6.354702e-01,3.905729e-01,1.124089e+00,1.627021e+00,4.807387e-01
2.500000e+01,2.852676e-01,2.978511e-01,3.467041e+00,5.209495e-02,1.153502e+01,1.113697e-04,2.851562e-01,1.747901e-05,2.978336e-01,0.000000e+00,0.000000e+00,4.439937e-02,2.851562e-01,2.978336e-01,5.835833e-01,9.574347e-01,2.153844e-01
2.500000e+01,6.346480e-01,2.782536e-01,4.298530e+00,5.988458e-02,1.247261e+01,1.213771e-03,6.334342e-01,1.851423e-06,2.782517e-01,1.807129e-01,0.000000e+00,5.653306e-02,4.527213e-01,2.782517e-01,8.008230e-01,1.627021e+00,3.424876e-01
2.500000e+01,1.108103e+00,2.676318e-01,7.082432e+00,1.018524e-01,1.247261e+01,2.064419e-03,1.106039e+00,3.148906e-06,2.676287e-01,6.706013e-01,0.000000e+00,5.437474e-02,4.354373e-01,2.676287e-01,7.702492e-01,1.627021e+00,3.294121e-01
2.500000e+01,1.129375e+00,5.715560e-01,5.206536e+00,6.072167e-02,1.247261e+01,1.230738e-03,1.128144e+00,1.877285e-06,5.715541e-01,1.982140e-01,0.000000e+00,1.161240e-01,9.299303e-01,5.715541e-01,1.644962e+00,1.627021e+00,7.035003e-01
2.500000e+01,9.474297e-01,6.664072e-01,7.634158e+00,1.067523e-01,1.223848e+01,1.179640e-03,9.462501e-01,7.346163e-06,6.663999e-01,0.000000e+00,0.000000e+00,1.241479e-01,9.462501e-01,6.663999e-01,1.723229e+00,1.419943e+00,6.979745e-01
2.500000e+01,5.371775e-01,2.842414e-01,7.988224e+00,1.281473e-01,1.247261e+01,2.597356e-03,5.345801e-01,3.961872e-06,2.842374e-01,7.211999e-02,0.000000e+00,5.774919e-02,4.624602e-01,2.842374e-01,8.180501e-01,1.627021e+00,3.498551e-01
2.500000e+01,1.238525e+00,6.571813e-01,3.568888e+00,2.723900e-02,1.247261e+01,5.520936e-04,1.237973e+00,8.421293e-07,6.571805e-01,1.687268e-01,0.000000e+00,1.335209e-01,1.069246e+00,6.571805e-01,1.891399e+00,1.627021e+00,8.088939e-01
2.500000e+01,7.948264e-01,4.108170e-01,5.206932e+00,7.040270e-02,1.247261e+01,1.426958e-03,7.933994e-01,2.176602e-06,4.108148e-01,1.249953e-01,0.000000e+00,8.346621e-02,6.684042e-01,4.108148e-01,1.182346e+00,1.627021e+00,5.056535e-01
2.500000e+01,1.767522e+00,4.225663e-01,5.570005e+00,5.912715e-02,1.247261e+01,1.198419e-03,1.766324e+00,1.828007e-06,4.225645e-01,1.078803e+00,0.000000e+00,8.585342e-02,6.875211e-01,4.225645e-01,1.216162e+00,1.627021e+00,5.201156e-01
2.500000e+01,5.078687e-01,3.017438e-01,3.134050e+00,4.061247e-02,1.247261e+01,8.231540e-04,5.070455e-01,1.255589e-06,3.017425e-01,1.610423e-02,0.000000e+00,6.130574e-02,4.909413e-01,3.017425e-01,8.684307e-01,1.627021e+00,3.714014e-01
2.500000e+01,1.267041e+00,3.522942e-01,5.499772e+00,6.848539e-02,1.247261e+01,1.388094e-03,1.265653e+00,2.117292e-06,3.522921e-01,6.924665e-01,0.000000e+00,7.157601e-02,5.731864e-01,3.522921e-01,1.013915e+00,1.627021e+00,4.336205e-01
2.500000e+01,8.448050e-01,5.999138e-01,4.178622e+00,4.763860e-02,1.222155e+01,5.042240e-04,8.443008e-01,3.442835e-06,5.999104e-01,0.000000e+00,0.000000e+00,1.111511e-01,8.443008e-01,5.999104e-01,1.540897e+00,1.407378e+00,6.211185e-01
2.500000e+01,1.459799e+00,2.575470e-01,4.963496e+00,5.745942e-02,1.247261e+01,1.164605e-03,1.458634e+00,1.776434e-06,2.575452e-01,1.039603e+00,0.000000e+00,5.232607e-02,4.190314e-01,2.575452e-01,7.412285e-01,1.627021e+00,3.170009e-01
2.500000e+01,1.513630e+00,2.593024e-01,4.385358e+00,4.600610e-02,1.247261e+01,9.324656e-04,1.512698e+00,1.422339e-06,2.593010e-01,1.090810e+00,0.000000e+00,5.268279e-02,4.218880e-01,2.593010e-01,7.462817e-01,1.627021e+00,3.191619e-01
2.500000e+01,7.080703e-01,3.397904e-01,5.304573e+00,7.533778e-02,1.247261e+01,1.526985e-03,7.065433e-01,2.329172e-06,3.397881e-01,1.537011e-01,0.000000e+00,6.903554e-02,5.528422e-01,3.397881e-01,9.779277e-01,1.627021e+00,4.182299e-01
2.500000e+01,6.611869e-01,2.235396e-01,7.291738e+00,1.147003e-01,1.247261e+01,2.324816e-03,6.588621e-01,3.546108e-06,2.235361e-01,2.951643e-01,0.000000e+00,4.541635e-02,3.636978e-01,2.235361e-01,6.433484e-01,1.627021e+00,2.751405e-01
2.500000e+01,8.440580e-01,4.064964e-01,7.336117e+00,1.080653e-01,1.247261e+01,2.190323e-03,8.418677e-01,3.341003e-06,4.064931e-01,1.804951e-01,0.000000e+00,8.258815e-02,6.613726e-01,4.064931e-01,1.169908e+00,1.627021e+00,5.003341e-01
